name,score,row_ix,dimension,subj_id,instructions
Elizabeth,0,54,Orientation,GEMS230,I think the ending has of the gems have a lot to do with the outcome of the score. I would also look at the boldness and the thickness of each line in comparison to the previous gem that you have chose.
Annie,1,54,Bar width,GEMS230,I think the ending has of the gems have a lot to do with the outcome of the score. I would also look at the boldness and the thickness of each line in comparison to the previous gem that you have chose.
Vanessa Chavez,1,54,Bar width,GEMS230,I think the ending has of the gems have a lot to do with the outcome of the score. I would also look at the boldness and the thickness of each line in comparison to the previous gem that you have chose.
Elizabeth,3,54,Bar width,GEMS230,I think the ending has of the gems have a lot to do with the outcome of the score. I would also look at the boldness and the thickness of each line in comparison to the previous gem that you have chose.
Annie,0,55,Orientation,GEMS231,"Stay consistent with one, two, or three gems rather than randomly clicking on all of them. The gains usually outweight the losses. The value of the gems is based on the look of the lines in comparison to the previously chosen gem."
Vanessa Chavez,0,55,Orientation,GEMS231,"Stay consistent with one, two, or three gems rather than randomly clicking on all of them. The gains usually outweight the losses. The value of the gems is based on the look of the lines in comparison to the previously chosen gem."
Elizabeth,0,55,Orientation,GEMS231,"Stay consistent with one, two, or three gems rather than randomly clicking on all of them. The gains usually outweight the losses. The value of the gems is based on the look of the lines in comparison to the previously chosen gem."
Annie,0,55,Bar width,GEMS231,"Stay consistent with one, two, or three gems rather than randomly clicking on all of them. The gains usually outweight the losses. The value of the gems is based on the look of the lines in comparison to the previously chosen gem."
Vanessa Chavez,0,55,Bar width,GEMS231,"Stay consistent with one, two, or three gems rather than randomly clicking on all of them. The gains usually outweight the losses. The value of the gems is based on the look of the lines in comparison to the previously chosen gem."
Elizabeth,1,55,Bar width,GEMS231,"Stay consistent with one, two, or three gems rather than randomly clicking on all of them. The gains usually outweight the losses. The value of the gems is based on the look of the lines in comparison to the previously chosen gem."
Annie,0,56,Orientation,GEMS232,"The gems with more lines on them seem to be more valuable. When a gem is slightly tilted to the left, gems with more tilt in that direction seem to be more valuable as well."
Vanessa Chavez,1,56,Orientation,GEMS232,"The gems with more lines on them seem to be more valuable. When a gem is slightly tilted to the left, gems with more tilt in that direction seem to be more valuable as well."
Elizabeth,3,56,Orientation,GEMS232,"The gems with more lines on them seem to be more valuable. When a gem is slightly tilted to the left, gems with more tilt in that direction seem to be more valuable as well."
Annie,0,56,Bar width,GEMS232,"The gems with more lines on them seem to be more valuable. When a gem is slightly tilted to the left, gems with more tilt in that direction seem to be more valuable as well."
Vanessa Chavez,0,56,Bar width,GEMS232,"The gems with more lines on them seem to be more valuable. When a gem is slightly tilted to the left, gems with more tilt in that direction seem to be more valuable as well."
Elizabeth,3,56,Bar width,GEMS232,"The gems with more lines on them seem to be more valuable. When a gem is slightly tilted to the left, gems with more tilt in that direction seem to be more valuable as well."
Annie,1,57,Orientation,GEMS233,"I thought this exercise was pretty hard. I still am unsure if I really know what makes some of the gems more valuable than others. Towards the end it seemed like the slanting of the lines had something to do with how valuable the gems were, but I was still unsure if that was really the formula."
Vanessa Chavez,1,57,Orientation,GEMS233,"I thought this exercise was pretty hard. I still am unsure if I really know what makes some of the gems more valuable than others. Towards the end it seemed like the slanting of the lines had something to do with how valuable the gems were, but I was still unsure if that was really the formula."
Elizabeth,1,57,Orientation,GEMS233,"I thought this exercise was pretty hard. I still am unsure if I really know what makes some of the gems more valuable than others. Towards the end it seemed like the slanting of the lines had something to do with how valuable the gems were, but I was still unsure if that was really the formula."
Annie,0,57,Bar width,GEMS233,"I thought this exercise was pretty hard. I still am unsure if I really know what makes some of the gems more valuable than others. Towards the end it seemed like the slanting of the lines had something to do with how valuable the gems were, but I was still unsure if that was really the formula."
Vanessa Chavez,0,57,Bar width,GEMS233,"I thought this exercise was pretty hard. I still am unsure if I really know what makes some of the gems more valuable than others. Towards the end it seemed like the slanting of the lines had something to do with how valuable the gems were, but I was still unsure if that was really the formula."
Elizabeth,0,57,Bar width,GEMS233,"I thought this exercise was pretty hard. I still am unsure if I really know what makes some of the gems more valuable than others. Towards the end it seemed like the slanting of the lines had something to do with how valuable the gems were, but I was still unsure if that was really the formula."
Annie,1,58,Orientation,GEMS234,"I thought that if the gem had thinner lines it was more valuable, and depending on the tilt of the lines and if it was more slanted than horizontal it was worth more as well."
Vanessa Chavez,1,58,Orientation,GEMS234,"I thought that if the gem had thinner lines it was more valuable, and depending on the tilt of the lines and if it was more slanted than horizontal it was worth more as well."
Elizabeth,3,58,Orientation,GEMS234,"I thought that if the gem had thinner lines it was more valuable, and depending on the tilt of the lines and if it was more slanted than horizontal it was worth more as well."
Annie,1,58,Bar width,GEMS234,"I thought that if the gem had thinner lines it was more valuable, and depending on the tilt of the lines and if it was more slanted than horizontal it was worth more as well."
Vanessa Chavez,1,58,Bar width,GEMS234,"I thought that if the gem had thinner lines it was more valuable, and depending on the tilt of the lines and if it was more slanted than horizontal it was worth more as well."
Elizabeth,3,58,Bar width,GEMS234,"I thought that if the gem had thinner lines it was more valuable, and depending on the tilt of the lines and if it was more slanted than horizontal it was worth more as well."
Annie,0,59,Orientation,GEMS235,"Try and pick gems similar to those that earn you points instead of taking away points. The less blurry the gem is, the better. as well as the thiner the black and white lines are the more points you will get."
Vanessa Chavez,0,59,Orientation,GEMS235,"Try and pick gems similar to those that earn you points instead of taking away points. The less blurry the gem is, the better. as well as the thiner the black and white lines are the more points you will get."
Elizabeth,0,59,Orientation,GEMS235,"Try and pick gems similar to those that earn you points instead of taking away points. The less blurry the gem is, the better. as well as the thiner the black and white lines are the more points you will get."
Annie,1,59,Bar width,GEMS235,"Try and pick gems similar to those that earn you points instead of taking away points. The less blurry the gem is, the better. as well as the thiner the black and white lines are the more points you will get."
Vanessa Chavez,1,59,Bar width,GEMS235,"Try and pick gems similar to those that earn you points instead of taking away points. The less blurry the gem is, the better. as well as the thiner the black and white lines are the more points you will get."
Elizabeth,1,59,Bar width,GEMS235,"Try and pick gems similar to those that earn you points instead of taking away points. The less blurry the gem is, the better. as well as the thiner the black and white lines are the more points you will get."
Annie,0,60,Orientation,GEMS236,"The gems that have the higher point total are the ones in which the white lines are more clear, and seem to get thicker as you move to the outside of the gem. If the white lines appear to be extremley blurry, they will have a lower point total."
Vanessa Chavez,0,60,Orientation,GEMS236,"The gems that have the higher point total are the ones in which the white lines are more clear, and seem to get thicker as you move to the outside of the gem. If the white lines appear to be extremley blurry, they will have a lower point total."
Elizabeth,0,60,Orientation,GEMS236,"The gems that have the higher point total are the ones in which the white lines are more clear, and seem to get thicker as you move to the outside of the gem. If the white lines appear to be extremley blurry, they will have a lower point total."
Annie,1,60,Bar width,GEMS236,"The gems that have the higher point total are the ones in which the white lines are more clear, and seem to get thicker as you move to the outside of the gem. If the white lines appear to be extremley blurry, they will have a lower point total."
Vanessa Chavez,1,60,Bar width,GEMS236,"The gems that have the higher point total are the ones in which the white lines are more clear, and seem to get thicker as you move to the outside of the gem. If the white lines appear to be extremley blurry, they will have a lower point total."
Elizabeth,1,60,Bar width,GEMS236,"The gems that have the higher point total are the ones in which the white lines are more clear, and seem to get thicker as you move to the outside of the gem. If the white lines appear to be extremley blurry, they will have a lower point total."
Annie,1,61,Orientation,GEMS237,"Generally, more stripes  more valuable gem. the 100 bitrock Gems I encountered were all rotated so the stripes where completely horizontal."
Vanessa Chavez,0,61,Orientation,GEMS237,"Generally, more stripes  more valuable gem. the 100 bitrock Gems I encountered were all rotated so the stripes where completely horizontal."
Elizabeth,1,61,Orientation,GEMS237,"Generally, more stripes  more valuable gem. the 100 bitrock Gems I encountered were all rotated so the stripes where completely horizontal."
Annie,0,61,Bar width,GEMS237,"Generally, more stripes  more valuable gem. the 100 bitrock Gems I encountered were all rotated so the stripes where completely horizontal."
Vanessa Chavez,0,61,Bar width,GEMS237,"Generally, more stripes  more valuable gem. the 100 bitrock Gems I encountered were all rotated so the stripes where completely horizontal."
Elizabeth,1,61,Bar width,GEMS237,"Generally, more stripes  more valuable gem. the 100 bitrock Gems I encountered were all rotated so the stripes where completely horizontal."
Annie,1,62,Orientation,GEMS238,The gems that are most valuable are the ones with the most stripes and are slanted the most. Pay attention to the tops of the gems.
Vanessa Chavez,1,62,Orientation,GEMS238,The gems that are most valuable are the ones with the most stripes and are slanted the most. Pay attention to the tops of the gems.
Elizabeth,1,62,Orientation,GEMS238,The gems that are most valuable are the ones with the most stripes and are slanted the most. Pay attention to the tops of the gems.
Annie,0,62,Bar width,GEMS238,The gems that are most valuable are the ones with the most stripes and are slanted the most. Pay attention to the tops of the gems.
Vanessa Chavez,0,62,Bar width,GEMS238,The gems that are most valuable are the ones with the most stripes and are slanted the most. Pay attention to the tops of the gems.
Elizabeth,0,62,Bar width,GEMS238,The gems that are most valuable are the ones with the most stripes and are slanted the most. Pay attention to the tops of the gems.
Annie,0,63,Orientation,GEMS239,"I honestly am having a difficult time, but i thought it was the amount of lines and then i thought it was how tilted the gems were. then i thought it was position on the screen because third from left gem kept adding to my score but then i was proven wrong."
Vanessa Chavez,1,63,Orientation,GEMS239,"I honestly am having a difficult time, but i thought it was the amount of lines and then i thought it was how tilted the gems were. then i thought it was position on the screen because third from left gem kept adding to my score but then i was proven wrong."
Elizabeth,1,63,Orientation,GEMS239,"I honestly am having a difficult time, but i thought it was the amount of lines and then i thought it was how tilted the gems were. then i thought it was position on the screen because third from left gem kept adding to my score but then i was proven wrong."
Annie,0,63,Bar width,GEMS239,"I honestly am having a difficult time, but i thought it was the amount of lines and then i thought it was how tilted the gems were. then i thought it was position on the screen because third from left gem kept adding to my score but then i was proven wrong."
Vanessa Chavez,0,63,Bar width,GEMS239,"I honestly am having a difficult time, but i thought it was the amount of lines and then i thought it was how tilted the gems were. then i thought it was position on the screen because third from left gem kept adding to my score but then i was proven wrong."
Elizabeth,0,63,Bar width,GEMS239,"I honestly am having a difficult time, but i thought it was the amount of lines and then i thought it was how tilted the gems were. then i thought it was position on the screen because third from left gem kept adding to my score but then i was proven wrong."
Annie,0,64,Orientation,GEMS240,I feel like choosing a gem that was similar looking to the one selected before usually got a Decent result
Vanessa Chavez,0,64,Orientation,GEMS240,I feel like choosing a gem that was similar looking to the one selected before usually got a Decent result
Elizabeth,0,64,Orientation,GEMS240,I feel like choosing a gem that was similar looking to the one selected before usually got a Decent result
Annie,0,64,Bar width,GEMS240,I feel like choosing a gem that was similar looking to the one selected before usually got a Decent result
Vanessa Chavez,0,64,Bar width,GEMS240,I feel like choosing a gem that was similar looking to the one selected before usually got a Decent result
Elizabeth,0,64,Bar width,GEMS240,I feel like choosing a gem that was similar looking to the one selected before usually got a Decent result
Annie,0,65,Orientation,GEMS241,"I believe that the more precious gems are on the left side. I believe the left most gem has a slight variablity. It ranges from plus 3 to negative 3, and The ones closer to the middle have greater ranges. The ones on the furthest to the left have the greatest ranges."
Vanessa Chavez,0,65,Orientation,GEMS241,"I believe that the more precious gems are on the left side. I believe the left most gem has a slight variablity. It ranges from plus 3 to negative 3, and The ones closer to the middle have greater ranges. The ones on the furthest to the left have the greatest ranges."
Elizabeth,0,65,Orientation,GEMS241,"I believe that the more precious gems are on the left side. I believe the left most gem has a slight variablity. It ranges from plus 3 to negative 3, and The ones closer to the middle have greater ranges. The ones on the furthest to the left have the greatest ranges."
Annie,0,65,Bar width,GEMS241,"I believe that the more precious gems are on the left side. I believe the left most gem has a slight variablity. It ranges from plus 3 to negative 3, and The ones closer to the middle have greater ranges. The ones on the furthest to the left have the greatest ranges."
Vanessa Chavez,0,65,Bar width,GEMS241,"I believe that the more precious gems are on the left side. I believe the left most gem has a slight variablity. It ranges from plus 3 to negative 3, and The ones closer to the middle have greater ranges. The ones on the furthest to the left have the greatest ranges."
Elizabeth,0,65,Bar width,GEMS241,"I believe that the more precious gems are on the left side. I believe the left most gem has a slight variablity. It ranges from plus 3 to negative 3, and The ones closer to the middle have greater ranges. The ones on the furthest to the left have the greatest ranges."
Annie,0,66,Orientation,GEMS242,"I thried to focus on how thick the lines within the gems were.  I tneded to choose those with thinner lines over thicker lines and them based my next decision on what my last choice was.  If my last choice rewarded me with higher points, I tried to pick gems similar to that particular one."
Vanessa Chavez,0,66,Orientation,GEMS242,"I thried to focus on how thick the lines within the gems were.  I tneded to choose those with thinner lines over thicker lines and them based my next decision on what my last choice was.  If my last choice rewarded me with higher points, I tried to pick gems similar to that particular one."
Elizabeth,0,66,Orientation,GEMS242,"I thried to focus on how thick the lines within the gems were.  I tneded to choose those with thinner lines over thicker lines and them based my next decision on what my last choice was.  If my last choice rewarded me with higher points, I tried to pick gems similar to that particular one."
Annie,1,66,Bar width,GEMS242,"I thried to focus on how thick the lines within the gems were.  I tneded to choose those with thinner lines over thicker lines and them based my next decision on what my last choice was.  If my last choice rewarded me with higher points, I tried to pick gems similar to that particular one."
Vanessa Chavez,1,66,Bar width,GEMS242,"I thried to focus on how thick the lines within the gems were.  I tneded to choose those with thinner lines over thicker lines and them based my next decision on what my last choice was.  If my last choice rewarded me with higher points, I tried to pick gems similar to that particular one."
Elizabeth,3,66,Bar width,GEMS242,"I thried to focus on how thick the lines within the gems were.  I tneded to choose those with thinner lines over thicker lines and them based my next decision on what my last choice was.  If my last choice rewarded me with higher points, I tried to pick gems similar to that particular one."
Annie,0,67,Orientation,GEMS243,The more valuable ones are darker and have more stripes and are rotated differenly than the ones picked before.
Vanessa Chavez,1,67,Orientation,GEMS243,The more valuable ones are darker and have more stripes and are rotated differenly than the ones picked before.
Elizabeth,1,67,Orientation,GEMS243,The more valuable ones are darker and have more stripes and are rotated differenly than the ones picked before.
Annie,0,67,Bar width,GEMS243,The more valuable ones are darker and have more stripes and are rotated differenly than the ones picked before.
Vanessa Chavez,0,67,Bar width,GEMS243,The more valuable ones are darker and have more stripes and are rotated differenly than the ones picked before.
Elizabeth,0,67,Bar width,GEMS243,The more valuable ones are darker and have more stripes and are rotated differenly than the ones picked before.
Annie,1,68,Orientation,GEMS244,"The most valuable gems have lots of lines, and the lines are nearly horizontal. The lines should not be tilted."
Vanessa Chavez,1,68,Orientation,GEMS244,"The most valuable gems have lots of lines, and the lines are nearly horizontal. The lines should not be tilted."
Elizabeth,1,68,Orientation,GEMS244,"The most valuable gems have lots of lines, and the lines are nearly horizontal. The lines should not be tilted."
Annie,0,68,Bar width,GEMS244,"The most valuable gems have lots of lines, and the lines are nearly horizontal. The lines should not be tilted."
Vanessa Chavez,0,68,Bar width,GEMS244,"The most valuable gems have lots of lines, and the lines are nearly horizontal. The lines should not be tilted."
Elizabeth,1,68,Bar width,GEMS244,"The most valuable gems have lots of lines, and the lines are nearly horizontal. The lines should not be tilted."
Annie,3,69,Orientation,GEMS245,"Gems that are have a steeper slope going from the bottom left to the top allow you to attain more points. As the stripes get closer to the horizontal, this same pattern continues. It also seems that more stripes, as well as more white are also more valueable than the previous gem you selected."
Vanessa Chavez,1,69,Orientation,GEMS245,"Gems that are have a steeper slope going from the bottom left to the top allow you to attain more points. As the stripes get closer to the horizontal, this same pattern continues. It also seems that more stripes, as well as more white are also more valueable than the previous gem you selected."
Elizabeth,1,69,Orientation,GEMS245,"Gems that are have a steeper slope going from the bottom left to the top allow you to attain more points. As the stripes get closer to the horizontal, this same pattern continues. It also seems that more stripes, as well as more white are also more valueable than the previous gem you selected."
Annie,1,69,Bar width,GEMS245,"Gems that are have a steeper slope going from the bottom left to the top allow you to attain more points. As the stripes get closer to the horizontal, this same pattern continues. It also seems that more stripes, as well as more white are also more valueable than the previous gem you selected."
Vanessa Chavez,0,69,Bar width,GEMS245,"Gems that are have a steeper slope going from the bottom left to the top allow you to attain more points. As the stripes get closer to the horizontal, this same pattern continues. It also seems that more stripes, as well as more white are also more valueable than the previous gem you selected."
Elizabeth,1,69,Bar width,GEMS245,"Gems that are have a steeper slope going from the bottom left to the top allow you to attain more points. As the stripes get closer to the horizontal, this same pattern continues. It also seems that more stripes, as well as more white are also more valueable than the previous gem you selected."
Annie,0,70,Orientation,GEMS246,"I did not notice a trend with the appearance of the gems and their value. But, I did notice that when I clicked on gems from the middle and moved to the gems on the outside they tended to be positive values or zero values. This could just be a coincidence though."
Vanessa Chavez,0,70,Orientation,GEMS246,"I did not notice a trend with the appearance of the gems and their value. But, I did notice that when I clicked on gems from the middle and moved to the gems on the outside they tended to be positive values or zero values. This could just be a coincidence though."
Elizabeth,0,70,Orientation,GEMS246,"I did not notice a trend with the appearance of the gems and their value. But, I did notice that when I clicked on gems from the middle and moved to the gems on the outside they tended to be positive values or zero values. This could just be a coincidence though."
Annie,0,70,Bar width,GEMS246,"I did not notice a trend with the appearance of the gems and their value. But, I did notice that when I clicked on gems from the middle and moved to the gems on the outside they tended to be positive values or zero values. This could just be a coincidence though."
Vanessa Chavez,0,70,Bar width,GEMS246,"I did not notice a trend with the appearance of the gems and their value. But, I did notice that when I clicked on gems from the middle and moved to the gems on the outside they tended to be positive values or zero values. This could just be a coincidence though."
Elizabeth,0,70,Bar width,GEMS246,"I did not notice a trend with the appearance of the gems and their value. But, I did notice that when I clicked on gems from the middle and moved to the gems on the outside they tended to be positive values or zero values. This could just be a coincidence though."
Annie,0,71,Orientation,GEMS247,I believe that the gems alternate from left to right and you have to select a certain gem based on the thickness of the lines located within it. I feel like if you had a thick one it would be the thinner one and than if you had a thin on it would become a thicker one.
Vanessa Chavez,0,71,Orientation,GEMS247,I believe that the gems alternate from left to right and you have to select a certain gem based on the thickness of the lines located within it. I feel like if you had a thick one it would be the thinner one and than if you had a thin on it would become a thicker one.
Elizabeth,0,71,Orientation,GEMS247,I believe that the gems alternate from left to right and you have to select a certain gem based on the thickness of the lines located within it. I feel like if you had a thick one it would be the thinner one and than if you had a thin on it would become a thicker one.
Annie,1,71,Bar width,GEMS247,I believe that the gems alternate from left to right and you have to select a certain gem based on the thickness of the lines located within it. I feel like if you had a thick one it would be the thinner one and than if you had a thin on it would become a thicker one.
Vanessa Chavez,1,71,Bar width,GEMS247,I believe that the gems alternate from left to right and you have to select a certain gem based on the thickness of the lines located within it. I feel like if you had a thick one it would be the thinner one and than if you had a thin on it would become a thicker one.
Elizabeth,1,71,Bar width,GEMS247,I believe that the gems alternate from left to right and you have to select a certain gem based on the thickness of the lines located within it. I feel like if you had a thick one it would be the thinner one and than if you had a thin on it would become a thicker one.
Annie,3,72,Orientation,GEMS248,"The gems went up in value when the lines became more horizontal.  Also, the amount of lines matters. More lines is good, but don't let the lines get too small where the top and bottom of the gem are no longer black otherwise the gems go down in value. Also, more defined lines on the gems usuallly make them more valuable."
Vanessa Chavez,1,72,Orientation,GEMS248,"The gems went up in value when the lines became more horizontal.  Also, the amount of lines matters. More lines is good, but don't let the lines get too small where the top and bottom of the gem are no longer black otherwise the gems go down in value. Also, more defined lines on the gems usuallly make them more valuable."
Elizabeth,3,72,Orientation,GEMS248,"The gems went up in value when the lines became more horizontal.  Also, the amount of lines matters. More lines is good, but don't let the lines get too small where the top and bottom of the gem are no longer black otherwise the gems go down in value. Also, more defined lines on the gems usuallly make them more valuable."
Annie,3,72,Bar width,GEMS248,"The gems went up in value when the lines became more horizontal.  Also, the amount of lines matters. More lines is good, but don't let the lines get too small where the top and bottom of the gem are no longer black otherwise the gems go down in value. Also, more defined lines on the gems usuallly make them more valuable."
Vanessa Chavez,0,72,Bar width,GEMS248,"The gems went up in value when the lines became more horizontal.  Also, the amount of lines matters. More lines is good, but don't let the lines get too small where the top and bottom of the gem are no longer black otherwise the gems go down in value. Also, more defined lines on the gems usuallly make them more valuable."
Elizabeth,3,72,Bar width,GEMS248,"The gems went up in value when the lines became more horizontal.  Also, the amount of lines matters. More lines is good, but don't let the lines get too small where the top and bottom of the gem are no longer black otherwise the gems go down in value. Also, more defined lines on the gems usuallly make them more valuable."
Annie,1,73,Orientation,GEMS249,"Look for more diagonal lines that have a medium thickness. This is in oppose to other gems you may see that are also consisting of diagonal lines, but either have very thick lines, or long and narrow lines."
Vanessa Chavez,1,73,Orientation,GEMS249,"Look for more diagonal lines that have a medium thickness. This is in oppose to other gems you may see that are also consisting of diagonal lines, but either have very thick lines, or long and narrow lines."
Elizabeth,3,73,Orientation,GEMS249,"Look for more diagonal lines that have a medium thickness. This is in oppose to other gems you may see that are also consisting of diagonal lines, but either have very thick lines, or long and narrow lines."
Annie,1,73,Bar width,GEMS249,"Look for more diagonal lines that have a medium thickness. This is in oppose to other gems you may see that are also consisting of diagonal lines, but either have very thick lines, or long and narrow lines."
Vanessa Chavez,1,73,Bar width,GEMS249,"Look for more diagonal lines that have a medium thickness. This is in oppose to other gems you may see that are also consisting of diagonal lines, but either have very thick lines, or long and narrow lines."
Elizabeth,3,73,Bar width,GEMS249,"Look for more diagonal lines that have a medium thickness. This is in oppose to other gems you may see that are also consisting of diagonal lines, but either have very thick lines, or long and narrow lines."
Annie,1,74,Orientation,GEMS250,"Always pick the gem with the most lines, and always pick a gem with the lines at a different angle. The gems with the more vertical lines seem to be worth more than others."
Vanessa Chavez,1,74,Orientation,GEMS250,"Always pick the gem with the most lines, and always pick a gem with the lines at a different angle. The gems with the more vertical lines seem to be worth more than others."
Elizabeth,3,74,Orientation,GEMS250,"Always pick the gem with the most lines, and always pick a gem with the lines at a different angle. The gems with the more vertical lines seem to be worth more than others."
Annie,1,74,Bar width,GEMS250,"Always pick the gem with the most lines, and always pick a gem with the lines at a different angle. The gems with the more vertical lines seem to be worth more than others."
Vanessa Chavez,0,74,Bar width,GEMS250,"Always pick the gem with the most lines, and always pick a gem with the lines at a different angle. The gems with the more vertical lines seem to be worth more than others."
Elizabeth,1,74,Bar width,GEMS250,"Always pick the gem with the most lines, and always pick a gem with the lines at a different angle. The gems with the more vertical lines seem to be worth more than others."
Annie,0,75,Orientation,GEMS251,"the gems with the thinner lines are more desirable. try to pick gems with lines going in the same direction, and pick gems going slightly left or right to figure out which direction they want you to go. the gems where it seemed like the white lines were more prominent seemed more valuable."
Vanessa Chavez,1,75,Orientation,GEMS251,"the gems with the thinner lines are more desirable. try to pick gems with lines going in the same direction, and pick gems going slightly left or right to figure out which direction they want you to go. the gems where it seemed like the white lines were more prominent seemed more valuable."
Elizabeth,1,75,Orientation,GEMS251,"the gems with the thinner lines are more desirable. try to pick gems with lines going in the same direction, and pick gems going slightly left or right to figure out which direction they want you to go. the gems where it seemed like the white lines were more prominent seemed more valuable."
Annie,3,75,Bar width,GEMS251,"the gems with the thinner lines are more desirable. try to pick gems with lines going in the same direction, and pick gems going slightly left or right to figure out which direction they want you to go. the gems where it seemed like the white lines were more prominent seemed more valuable."
Vanessa Chavez,1,75,Bar width,GEMS251,"the gems with the thinner lines are more desirable. try to pick gems with lines going in the same direction, and pick gems going slightly left or right to figure out which direction they want you to go. the gems where it seemed like the white lines were more prominent seemed more valuable."
Elizabeth,1,75,Bar width,GEMS251,"the gems with the thinner lines are more desirable. try to pick gems with lines going in the same direction, and pick gems going slightly left or right to figure out which direction they want you to go. the gems where it seemed like the white lines were more prominent seemed more valuable."
Annie,0,76,Orientation,GEMS252,"if the black lines are thicker in the circle that means the gem is more valuble. also, if the lines are thinner and there are less of them that makes the gemes more valuble."
Vanessa Chavez,0,76,Orientation,GEMS252,"if the black lines are thicker in the circle that means the gem is more valuble. also, if the lines are thinner and there are less of them that makes the gemes more valuble."
Elizabeth,0,76,Orientation,GEMS252,"if the black lines are thicker in the circle that means the gem is more valuble. also, if the lines are thinner and there are less of them that makes the gemes more valuble."
Annie,1,76,Bar width,GEMS252,"if the black lines are thicker in the circle that means the gem is more valuble. also, if the lines are thinner and there are less of them that makes the gemes more valuble."
Vanessa Chavez,1,76,Bar width,GEMS252,"if the black lines are thicker in the circle that means the gem is more valuble. also, if the lines are thinner and there are less of them that makes the gemes more valuble."
Elizabeth,3,76,Bar width,GEMS252,"if the black lines are thicker in the circle that means the gem is more valuble. also, if the lines are thinner and there are less of them that makes the gemes more valuble."
Annie,1,77,Orientation,GEMS254,"when the line is in low density, the picture that has more dense lines are more valuable, but when the density reach a max valus, it will not increase. also, when the line is nearly vertical , the picture with more horizontal lines is more valuable, but when the lines are nearly horizontal, the picture with more vertical lines is more valuable."
Vanessa Chavez,1,77,Orientation,GEMS254,"when the line is in low density, the picture that has more dense lines are more valuable, but when the density reach a max valus, it will not increase. also, when the line is nearly vertical , the picture with more horizontal lines is more valuable, but when the lines are nearly horizontal, the picture with more vertical lines is more valuable."
Elizabeth,1,77,Orientation,GEMS254,"when the line is in low density, the picture that has more dense lines are more valuable, but when the density reach a max valus, it will not increase. also, when the line is nearly vertical , the picture with more horizontal lines is more valuable, but when the lines are nearly horizontal, the picture with more vertical lines is more valuable."
Annie,0,77,Bar width,GEMS254,"when the line is in low density, the picture that has more dense lines are more valuable, but when the density reach a max valus, it will not increase. also, when the line is nearly vertical , the picture with more horizontal lines is more valuable, but when the lines are nearly horizontal, the picture with more vertical lines is more valuable."
Vanessa Chavez,0,77,Bar width,GEMS254,"when the line is in low density, the picture that has more dense lines are more valuable, but when the density reach a max valus, it will not increase. also, when the line is nearly vertical , the picture with more horizontal lines is more valuable, but when the lines are nearly horizontal, the picture with more vertical lines is more valuable."
Elizabeth,0,77,Bar width,GEMS254,"when the line is in low density, the picture that has more dense lines are more valuable, but when the density reach a max valus, it will not increase. also, when the line is nearly vertical , the picture with more horizontal lines is more valuable, but when the lines are nearly horizontal, the picture with more vertical lines is more valuable."
Annie,0,78,Orientation,GEMS255,"I think this game is totally radom. But you can try to choose the one has thinker same color at the top compared to the one you choose before. I use it to get some points but it does not work later. Anyway, it is no bette than choose it randomly."
Vanessa Chavez,0,78,Orientation,GEMS255,"I think this game is totally radom. But you can try to choose the one has thinker same color at the top compared to the one you choose before. I use it to get some points but it does not work later. Anyway, it is no bette than choose it randomly."
Elizabeth,0,78,Orientation,GEMS255,"I think this game is totally radom. But you can try to choose the one has thinker same color at the top compared to the one you choose before. I use it to get some points but it does not work later. Anyway, it is no bette than choose it randomly."
Annie,0,78,Bar width,GEMS255,"I think this game is totally radom. But you can try to choose the one has thinker same color at the top compared to the one you choose before. I use it to get some points but it does not work later. Anyway, it is no bette than choose it randomly."
Vanessa Chavez,0,78,Bar width,GEMS255,"I think this game is totally radom. But you can try to choose the one has thinker same color at the top compared to the one you choose before. I use it to get some points but it does not work later. Anyway, it is no bette than choose it randomly."
Elizabeth,0,78,Bar width,GEMS255,"I think this game is totally radom. But you can try to choose the one has thinker same color at the top compared to the one you choose before. I use it to get some points but it does not work later. Anyway, it is no bette than choose it randomly."
Annie,3,79,Orientation,GEMS256,Some gems are more valuable depending on how many black lines are found in them and depending on what angle they are oriented in. Stick the more valuable gems are in between a lot of black lines and a small amount of black lines. They are usually angled slightly to the right.
Vanessa Chavez,1,79,Orientation,GEMS256,Some gems are more valuable depending on how many black lines are found in them and depending on what angle they are oriented in. Stick the more valuable gems are in between a lot of black lines and a small amount of black lines. They are usually angled slightly to the right.
Elizabeth,1,79,Orientation,GEMS256,Some gems are more valuable depending on how many black lines are found in them and depending on what angle they are oriented in. Stick the more valuable gems are in between a lot of black lines and a small amount of black lines. They are usually angled slightly to the right.
Annie,3,79,Bar width,GEMS256,Some gems are more valuable depending on how many black lines are found in them and depending on what angle they are oriented in. Stick the more valuable gems are in between a lot of black lines and a small amount of black lines. They are usually angled slightly to the right.
Vanessa Chavez,0,79,Bar width,GEMS256,Some gems are more valuable depending on how many black lines are found in them and depending on what angle they are oriented in. Stick the more valuable gems are in between a lot of black lines and a small amount of black lines. They are usually angled slightly to the right.
Elizabeth,0,79,Bar width,GEMS256,Some gems are more valuable depending on how many black lines are found in them and depending on what angle they are oriented in. Stick the more valuable gems are in between a lot of black lines and a small amount of black lines. They are usually angled slightly to the right.
Annie,0,80,Orientation,GEMS257,Try to find a similar gem to the one you chose before. Look for clarity and line numbers. Try not too think to hard and go with your first instinct.
